plan_region_name,plan_dc_name,code,plan_clustername,ClusterDC
North Central US,Chicago 1,2135815,NULL,NULL
West US,Bay IDC3,2135816,NULL,NULL
USGov Virginia,Boydton 1,2135817,NULL,NULL
South Central US,San Antonio IDC4,2135818,NULL,NULL
East US,Blue Ridge BL5,2135819,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2135820,NULL,NULL
Central US,Des Moines DSM05,2135821,NULL,NULL
Germany Central,Frankfurt FRA20,2135822,NULL,NULL
West Europe,Amsterdam AMS05,2135823,NULL,NULL
Japan East,Tokyo TYO01,2135824,NULL,NULL
Japan East,Tokyo TYO01,2135825,NULL,NULL
Japan East,Tokyo TYO01,2135826,NULL,NULL
Australia East,Sydney SYD03,2135827,NULL,NULL
Southeast Asia,Singapore IDC2,2135828,NULL,NULL
East Asia,Hong Kong 2,2135829,NULL,NULL
South India,Chennai MAA01,2135830,NULL,NULL
South India,Chennai MAA01,2135831,NULL,NULL
West India,Mumbai BOM01,2135832,NULL,NULL
West India,Mumbai BOM01,2135833,NULL,NULL
Central US,Des Moines 3,2135834,NULL,NULL
Japan West,Osaka OSA02,2135835,NULL,NULL
West Europe,Amsterdam AMS05,2135836,NULL,NULL
North Europe,Dublin DUB06,2135837,NULL,NULL
China North,China Telecom: Yongfeng,2135838,NULL,NULL
China East,Shanghai A: China Telecom,2135839,NULL,NULL
China East,Shanghai SHA03,2135840,NULL,NULL
Australia Southeast,Melbourne MEL01,2135841,NULL,NULL
Brazil South,Campinas CPQ02,2135842,NULL,NULL
Japan East,Tokyo TYO01,2135843,NULL,NULL
Japan West,Osaka OSA02,2135844,NULL,NULL
Japan West,Osaka OSA02,2135845,NULL,NULL
Japan West,Osaka OSA02,2135846,NULL,NULL
South Central US,San Antonio IDC1,2135847,NULL,NULL
Japan East,Tokyo TYO01,2135848,NULL,NULL
Central US,Des Moines DSM05,2135849,NULL,NULL
North Europe,Dublin DUB06,2135850,NULL,NULL
West Europe,Amsterdam AMS06,2135851,NULL,NULL
North Central US,Chicago 1,2135852,NULL,NULL
East US,Blue Ridge BL5,2135853,NULL,NULL
East US 2,Boydton BN6,2135854,NULL,NULL
South Central US,San Antonio IDC4,2135855,NULL,NULL
South Central US,San Antonio IDC4,2135856,NULL,NULL
West US,Bay IDC3,2135857,NULL,NULL
South Central US,San Antonio IDC4,2135858,NULL,NULL
North Central US,Chicago 1,2135859,NULL,NULL
East US 2,Boydton BN6,2135860,NULL,NULL
Southeast Asia,Singapore IDC2,2135861,NULL,NULL
West Europe,Amsterdam AMS06,2135862,NULL,NULL
Southeast Asia,Singapore IDC2,2135863,NULL,NULL
North Europe,Dublin DUB06,2135864,NULL,NULL
Southeast Asia,Singapore IDC2,2135865,NULL,NULL
East Asia,Hong Kong 2,2135866,NULL,NULL
East US,Blue Ridge 2,2135867,NULL,NULL
East Asia,Hong Kong 2,2135868,NULL,NULL
Central US,Des Moines 3,2135869,NULL,NULL
China East,Shanghai SHA03,2135870,NULL,NULL
Japan East,Tokyo TYO01,2135871,NULL,NULL
East Asia,Hong Kong 2,2135872,NULL,NULL
West US,Bay IDC3,2135873,NULL,NULL
East Asia,Hong Kong 2,2135874,NULL,NULL
Southeast Asia,Singapore IDC2,2135875,NULL,NULL
China East,Shanghai SHA03,2135876,NULL,NULL
China North,China Telecom: Yongfeng,2135877,NULL,NULL
North Europe,Dublin DUB06,2135878,NULL,NULL
North Europe,Dublin-DB5,2135879,NULL,NULL
West Europe,Amsterdam AMS06,2135880,NULL,NULL
Germany Central,Frankfurt FRA20,2135881,NULL,NULL
East US,Blue Ridge 2,2135882,NULL,NULL
East US,Blue Ridge 2,2135883,NULL,NULL
East Asia,Hong Kong 2,2135884,NULL,NULL
China North,China Telecom: Yongfeng,2135885,NULL,NULL
Australia East,Sydney SYD03,2135886,NULL,NULL
China East,Shanghai SHA03,2135887,NULL,NULL
Australia Southeast,Melbourne MEL01,2135888,NULL,NULL
North Europe,Dublin DUB06,2135889,NULL,NULL
Southeast Asia,Singapore IDC2,2135890,NULL,NULL
North Europe,Dublin DUB06,2135891,NULL,NULL
Australia East,Sydney SYD03,2135892,NULL,NULL
Japan East,Tokyo TYO01,2135893,NULL,NULL
Australia East,Sydney SYD03,2135894,NULL,NULL
West Europe,Amsterdam AMS06,2135895,NULL,NULL
Australia East,Sydney SYD03,2135896,NULL,NULL
East Asia,Hong Kong 2,2135897,NULL,NULL
Australia Southeast,Melbourne MEL01,2135898,NULL,NULL
West Europe,Amsterdam AMS06,2135899,NULL,NULL
West US,Bay IDC3,2135900,NULL,NULL
Japan East,Tokyo TYO01,2135901,NULL,NULL
North Europe,Dublin DUB07,2135902,NULL,NULL
Australia Southeast,Melbourne MEL01,2135903,NULL,NULL
West Europe,Amsterdam AMS06,2135904,NULL,NULL
Southeast Asia,Singapore IDC2,2135905,NULL,NULL
Australia East,Sydney SYD03,2135906,NULL,NULL
Brazil South,Campinas CPQ02,2135907,NULL,NULL
Brazil South,Campinas CPQ02,2135908,NULL,NULL
Australia Southeast,Melbourne MEL01,2135909,NULL,NULL
Brazil South,Campinas CPQ02,2135910,NULL,NULL
China East,Shanghai SHA03,2135911,NULL,NULL
West Europe,Amsterdam AMS06,2135912,NULL,NULL
North Central US,Chicago 1,2135913,NULL,NULL
Central India,Pune PNQ01,2135914,NULL,NULL
Japan West,Osaka OSA02,2135915,NULL,NULL
South Central US,San Antonio IDC4,2135916,NULL,NULL
Central US,Des Moines DSM05,2135917,NULL,NULL
East US,Blue Ridge BL5,2135918,NULL,NULL
China East,Shanghai SHA03,2135919,NULL,NULL
China East,Shanghai SHA03,2135920,NULL,NULL
China East,Shanghai SHA03,2135921,NULL,NULL
Brazil South,Campinas CPQ02,2135922,NULL,NULL
China East,Shanghai SHA03,2135923,NULL,NULL
China North,China Telecom: Yongfeng,2135924,NULL,NULL
West US,Bay IDC3,2135925,NULL,NULL
Australia East,Sydney SYD03,2135926,NULL,NULL
East Asia,Hong Kong 2,2135927,NULL,NULL
Brazil South,Campinas CPQ02,2135928,NULL,NULL
Southeast Asia,Singapore IDC2,2135929,NULL,NULL
North Europe,Dublin DUB06,2135930,NULL,NULL
Australia East,Sydney SYD03,2135931,NULL,NULL
West Europe,Amsterdam AMS06,2135932,NULL,NULL
China North,China Telecom: Yongfeng,2135933,NULL,NULL
China North,China Telecom: Yongfeng,2135934,NULL,NULL
China East,Shanghai SHA03,2135935,NULL,NULL
East US,Blue Ridge BL5,2135936,BL5PrdApp28,BL5
East Asia,Hong Kong 2,2135937,NULL,NULL
North Europe,Dublin DUB06,2135938,NULL,NULL
China East,Shanghai SHA03,2135939,NULL,NULL
Australia East,Sydney SYD03,2135940,NULL,NULL
Central US,Des Moines 3,2135941,NULL,NULL
East US 2,Boydton BN6,2135942,NULL,NULL
South Central US,San Antonio IDC4,2135943,NULL,NULL
China North,China Telecom: Yongfeng,2135944,NULL,NULL
East US 2,Boydton BN6,2135945,NULL,NULL
North Central US,Chicago 1,2135946,NULL,NULL
China North,China Telecom: Yongfeng,2135947,NULL,NULL
West US,Bay IDC3,2135948,NULL,NULL
West US,Bay IDC4,2135949,NULL,NULL
South Central US,San Antonio IDC4,2135950,NULL,NULL
West US,Bay IDC3,2135951,NULL,NULL
China North,China Telecom: Yongfeng,2135952,NULL,NULL
North Europe,Dublin-DB5,2135953,NULL,NULL
North Europe,Dublin DUB06,2135954,NULL,NULL
East US,Blue Ridge 2,2135955,NULL,NULL
East Asia,Hong Kong 2,2135956,NULL,NULL
West US,Bay IDC3,2135957,NULL,NULL
Southeast Asia,Singapore IDC2,2135958,NULL,NULL
South Central US,San Antonio IDC4,2135959,NULL,NULL
East Asia,Hong Kong 2,2135960,NULL,NULL
North Central US,Chicago 1,2135961,NULL,NULL
East US 2,Boydton BN6,2135962,NULL,NULL
East US,Blue Ridge BL5,2135963,NULL,NULL
Central US,Des Moines DSM05,2135964,NULL,NULL
West Europe,Amsterdam AMS06,2135965,NULL,NULL
China East,Shanghai SHA03,2135966,NULL,NULL
West US,Bay IDC3,2135967,NULL,NULL
Canada East,Quebec YQB20,2135968,NULL,NULL
South Central US,San Antonio IDC4,2135969,NULL,NULL
Canada Central,Toronto YTO20,2135970,NULL,NULL
North Central US,Chicago 1,2135971,NULL,NULL
Brazil South,Campinas CPQ02,2135972,NULL,NULL
East US 2,Boydton BN6,2135973,NULL,NULL
Southeast Asia,Singapore IDC2,2135974,NULL,NULL
West Europe,Amsterdam AMS06,2135975,NULL,NULL
Japan West,Osaka OSA02,2135976,NULL,NULL
North Europe,Dublin DUB06,2135977,NULL,NULL
Central US,Des Moines DSM05,2135978,NULL,NULL
Japan East,Tokyo TYO01,2135979,NULL,NULL
West India,Mumbai BOM01,2199255,NULL,NULL
Central US,Des Moines DSM05,2199256,NULL,NULL
East US 2,Boydton BN6,2199257,NULL,NULL
East US 2,Boydton BN6,2199258,NULL,NULL
East US 2,Boydton BN6,2199259,NULL,NULL
USDoD Central,Des Moines 3 - Fairfax,2199260,NULL,NULL
East US 2,Boydton BN6,2199261,NULL,NULL
Japan West,Osaka OSA20,2199262,NULL,NULL
Central US,Des Moines DSM05,2199263,NULL,NULL
West Europe,Amsterdam AMS20,2199264,NULL,NULL
Germany Central,Frankfurt FRA20,2199265,NULL,NULL
East US,Blue Ridge BL20,2199266,NULL,NULL
Central US,Des Moines DSM05,2199267,NULL,NULL
East US,Blue Ridge BL20,2199268,NULL,NULL
West US,Bay IDC4,2199269,NULL,NULL
USGov Iowa,Des Moines 2,2199270,NULL,NULL
South Central US,San Antonio IDC5,2199271,NULL,NULL
Japan West,Osaka OSA20,2199272,NULL,NULL
North Central US,Chicago 4,2199273,NULL,NULL
South Central US,San Antonio IDC5,2199274,NULL,NULL
Japan West,Osaka OSA20,2199275,NULL,NULL
West US,Bay IDC4,2199276,NULL,NULL
South Central US,San Antonio IDC5,2199277,NULL,NULL
West US,Bay IDC4,2199278,NULL,NULL
USGov Virginia,Boydton 1,2199279,NULL,NULL
USGov Wyoming,Cheyenne-CYS01,2199280,NULL,NULL
North Central US,Chicago 4,2199281,NULL,NULL
USGov Iowa,Des Moines 2,2199282,NULL,NULL
USGov Virginia,Boydton 1,2199283,NULL,NULL
West US,Bay IDC4,2199284,NULL,NULL
West US,Bay IDC4,2199285,NULL,NULL
East Asia,Hong Kong HKG20,2199286,NULL,NULL
Central US,Des Moines DSM05,2199287,NULL,NULL
East US,Blue Ridge BL5,2199288,NULL,NULL
East US,Blue Ridge BL5,2199289,NULL,NULL
East US 2,Boydton BN7,2199290,NULL,NULL
Southeast Asia,Singapore IDC2,2199291,NULL,NULL
Australia East,Sydney SYD20,2199292,NULL,NULL
Southeast Asia,Singapore IDC2,2199293,NULL,NULL
USDoD East,Boydton 3 - Fairfax,2199294,NULL,NULL
USGov Iowa,Des Moines 2,2199295,NULL,NULL
West US 2,Quincy MWH01,2199296,NULL,NULL
East Asia,Hong Kong HKG20,2199297,NULL,NULL
South Central US,San Antonio IDC4,2199298,CHAPrdGPC01,CHA
Canada East,Quebec YQB20,2199299,NULL,NULL
Australia East,Sydney SYD03,2199300,NULL,NULL
Brazil South,Campinas CPQ02,2199301,NULL,NULL
West Central US,Cheyenne CYS04,2199302,NULL,NULL
East Asia,Hong Kong HKG20,2199303,NULL,NULL
West US 2,Quincy MWH01,2199304,NULL,NULL
West Central US,Cheyenne CYS04,2199305,NULL,NULL
West US 2,Quincy MWH01,2199306,NULL,NULL
West US 2,Quincy MWH01,2199307,NULL,NULL
West Europe,Amsterdam AMS07,2199308,NULL,NULL
North Europe,Dublin DUB20,2199309,NULL,NULL
North Europe,Dublin DUB20,2199310,NULL,NULL
Central US,Des Moines DSM05,2199311,NULL,NULL
North Central US,Chicago 4,2199312,NULL,NULL
West Europe,Amsterdam AMS20,2199313,NULL,NULL
West Europe,Amsterdam AMS22,2199314,NULL,NULL
Central India,Pune PNQ20,2199315,NULL,NULL
West US,Bay IDC4,2199316,NULL,NULL
Central India,Pune PNQ01,2199317,NULL,NULL
East Asia,Hong Kong HKG20,2199318,NULL,NULL
Central India,Pune PNQ20,2199319,NULL,NULL
East Asia,Hong Kong HKG20,2199320,NULL,NULL
East Asia,Hong Kong HKG20,2199321,NULL,NULL
Southeast Asia,Singapore IDC2,2199322,NULL,NULL
Southeast Asia,Singapore IDC2,2199323,NULL,NULL
Southeast Asia,Singapore IDC2,2199324,NULL,NULL
Southeast Asia,Singapore IDC2,2199325,NULL,NULL
Southeast Asia,Singapore IDC2,2199326,NULL,NULL
Australia East,Sydney SYD20,2199327,NULL,NULL
Southeast Asia,Singapore IDC2,2199328,NULL,NULL
Australia East,Sydney SYD20,2199329,NULL,NULL
Australia East,Sydney SYD20,2199330,NULL,NULL
East Asia,Hong Kong HKG20,2199331,NULL,NULL
East Asia,Hong Kong HKG20,2199332,NULL,NULL
North Europe,Dublin DUB20,2199333,NULL,NULL
North Europe,Dublin DUB20,2199334,NULL,NULL
West Europe,Amsterdam AMS06,2199335,NULL,NULL
West Europe,Amsterdam AMS06,2199336,NULL,NULL
West Europe,Amsterdam AMS06,2199337,NULL,NULL
South Central US,San Antonio SAT12,2199338,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2199339,NULL,NULL
Germany Central,Frankfurt FRA20,2199340,NULL,NULL
West US,Bay IDC4,2199341,NULL,NULL
Japan East,Tokyo TYO22,2199342,NULL,NULL
Japan East,Tokyo TYO22,2199343,NULL,NULL
West US,Bay IDC4,2199344,NULL,NULL
Japan East,Tokyo TYO22,2199345,NULL,NULL
UK West,Cardiff CWL20,2199346,NULL,NULL
UK West,Cardiff CWL20,2199347,NULL,NULL
UK South,London LON21,2199348,NULL,NULL
Australia East,Sydney SYD20,2199349,NULL,NULL
Brazil South,Campinas CPQ02,2199350,NULL,NULL
Australia Southeast,Melbourne MEL20,2199351,NULL,NULL
Australia Southeast,Melbourne MEL01,2199352,NULL,NULL
Australia East,Sydney SYD20,2199353,NULL,NULL
Australia East,Sydney SYD20,2199354,NULL,NULL
Canada Central,Toronto YTO20,2199355,NULL,NULL
Australia Southeast,Melbourne MEL20,2199356,NULL,NULL
China East,Shanghai SHA03,2199357,NULL,NULL
Australia Southeast,Melbourne MEL20,2199358,NULL,NULL
Brazil South,Campinas CPQ02,2199359,NULL,NULL
North Europe,Dublin DUB20,2199360,NULL,NULL
Brazil South,Campinas CPQ02,2199361,NULL,NULL
Brazil South,Campinas CPQ02,2199362,NULL,NULL
Brazil South,Campinas CPQ02,2199363,NULL,NULL
Brazil South,Campinas CPQ02,2199364,NULL,NULL
Brazil South,Campinas CPQ02,2199365,NULL,NULL
Australia Southeast,Melbourne MEL20,2199366,NULL,NULL
Canada Central,Toronto YTO20,2199367,NULL,NULL
Canada Central,Toronto YTO20,2199368,NULL,NULL
Canada Central,Toronto YTO20,2199369,NULL,NULL
Brazil South,Campinas CPQ02,2199370,NULL,NULL
Australia Southeast,Melbourne MEL20,2199371,NULL,NULL
Australia East,Sydney SYD20,2199372,NULL,NULL
Canada Central,Toronto YTO20,2199373,NULL,NULL
Brazil South,Campinas CPQ02,2199374,NULL,NULL
Australia Southeast,Melbourne MEL20,2199375,NULL,NULL
Australia East,Sydney SYD20,2199376,NULL,NULL
North Europe,Dublin DUB20,2199377,NULL,NULL
Australia East,Sydney SYD20,2199378,NULL,NULL
North Europe,Dublin DUB20,2199379,NULL,NULL
Southeast Asia,Singapore IDC2,2199380,NULL,NULL
China North,China Telecom: Yongfeng,2199381,NULL,NULL
China East,Shanghai SHA03,2199382,NULL,NULL
West Europe,Amsterdam AMS22,2199383,NULL,NULL
North Europe,Dublin DUB20,2199384,NULL,NULL
Australia East,Sydney SYD20,2199385,NULL,NULL
North Europe,Dublin-DB5,2199386,NULL,NULL
West Europe,Amsterdam AMS22,2199387,NULL,NULL
West Europe,Amsterdam AMS22,2199388,NULL,NULL
Germany Central,Frankfurt FRA20,2199389,NULL,NULL
Germany NorthEast,Leipzig-Halle LEJ20,2199390,NULL,NULL
North Europe,Dublin DUB20,2199391,NULL,NULL
West Europe,Amsterdam AMS06,2199392,NULL,NULL
East US 2,Boydton BN7,2199393,NULL,NULL
USGov Iowa,Des Moines 2,2199394,NULL,NULL
East US 2,Boydton BN7,2199395,NULL,NULL
East US,Blue Ridge BL20,2199396,NULL,NULL
East US 2,Boydton BN7,2199397,NULL,NULL
East US,Blue Ridge BL20,2199398,NULL,NULL
North Europe,Dublin DUB20,2199399,NULL,NULL
USGov Virginia,Boydton 1,2199400,NULL,NULL
China North,China Telecom: Yongfeng,2199401,NULL,NULL
North Europe,Dublin DUB20,2199402,NULL,NULL
Central US,Des Moines DSM06,2199403,NULL,NULL
UK West,Cardiff CWL20,2199404,NULL,NULL
Central US,Des Moines DSM06,2199405,NULL,NULL
Japan East,Tokyo TYO01,2199406,NULL,NULL
Central US,Des Moines DSM05,2199407,NULL,NULL
Japan West,Osaka OSA20,2199408,NULL,NULL
South India,Chennai MAA20,2199409,NULL,NULL
Central US,Des Moines DSM05,2199410,NULL,NULL
Japan East,Tokyo TYO21,2199411,NULL,NULL
UK South,London LON21,2199412,NULL,NULL
Central US,Des Moines DSM06,2199413,NULL,NULL
Korea South,Busan PUS20,2199414,NULL,NULL
Japan West,Osaka OSA20,2199415,NULL,NULL
Japan West,Osaka OSA20,2199416,NULL,NULL
East US,Blue Ridge BL20,2199417,NULL,NULL
Central India,Pune PNQ20,2199418,NULL,NULL
Central US,Des Moines DSM06,2199419,NULL,NULL
Central India,Pune PNQ20,2199420,NULL,NULL
Central US,Des Moines DSM06,2199421,NULL,NULL
East Asia,Hong Kong HKG20,2199422,NULL,NULL
East Asia,Hong Kong HKG20,2199423,NULL,NULL
East Asia,Hong Kong HKG20,2199424,NULL,NULL
East Asia,Hong Kong HKG20,2199425,NULL,NULL
East Asia,Hong Kong HKG20,2199426,NULL,NULL
East Asia,Hong Kong HKG20,2199427,NULL,NULL
East Asia,Hong Kong HKG20,2199428,NULL,NULL
East Asia,Hong Kong HKG20,2199429,NULL,NULL
East Asia,Hong Kong HKG20,2199430,NULL,NULL
East Asia,Hong Kong HKG20,2199431,NULL,NULL
Southeast Asia,Singapore IDC2,2199432,NULL,NULL
